Pointing,GLat,GLong
PKS_0555_2019-12-28T14:00,228.67,-2.42
PKS_0555_2019-12-28T14:00,229.02,-2.22
PKS_0555_2019-12-28T14:00,230.42,-2.22
PKS_0555_2019-12-28T14:00,230.18,-2.22
PKS_0555_2019-12-28T14:00,235.9,-2.42
PKS_0555_2019-12-28T14:00,231.82,-2.22
PKS_0555_2019-12-28T14:00,238.47,-2.42
PKS_0555_2019-12-28T14:00,334.48,-3.44
PKS_0555_2019-12-28T14:00,335.77,-3.64
PKS_0555_2019-12-28T14:00,209.3,-2.42
PKS_0555_2019-12-28T14:00,209.07,-2.42
PKS_0555_2019-12-28T14:00,207.67,-2.42
PKS_0555_2019-12-28T14:00,223.07,-2.42
PKS_0555_2019-12-28T14:00,221.9,-2.42
PKS_0555_2019-12-28T14:00,222.02,-2.22
PKS_0555_2019-12-28T14:00,223.18,-2.22
PKS_0555_2019-12-28T14:00,231.47,-2.42
PKS_0555_2019-12-28T14:00,236.02,-2.22
PKS_0555_2019-12-28T14:00,237.42,-2.22
PKS_0555_2019-12-28T14:00,253.87,-2.42
PKS_0555_2019-12-28T14:00,207.78,-2.22
PKS_0555_2019-12-28T14:00,224.82,-2.22
PKS_0555_2019-12-28T14:00,223.42,-2.22
PKS_0555_2019-12-28T14:00,228.9,-2.42
PKS_0555_2019-12-28T14:00,228.78,-2.22
PKS_0555_2019-12-28T14:00,230.3,-2.42
PKS_0555_2019-12-28T14:00,230.07,-2.42
PKS_0555_2019-12-28T14:00,237.07,-2.42
PKS_0555_2019-12-28T14:00,237.18,-2.22
PKS_0555_2019-12-28T14:00,246.87,-2.42
PKS_0555_2019-12-28T14:00,334.6,-3.64
PKS_0556_2019-12-29T15:00,223.42,0.2
PKS_0556_2019-12-29T15:00,32.67,-2.42
PKS_0556_2019-12-29T15:00,27.42,-2.22
PKS_0556_2019-12-29T15:00,24.62,-2.22
PKS_0556_2019-12-29T15:00,31.38,-2.22
PKS_0556_2019-12-29T15:00,323.4,6.06
PKS_0556_2019-12-29T15:00,15.52,-3.44
PKS_0556_2019-12-29T15:00,217.47,0.0
PKS_0556_2019-12-29T15:00,223.18,0.2
PKS_0556_2019-12-29T15:00,23.22,-2.22
PKS_0556_2019-12-29T15:00,29.98,-2.22
PKS_0556_2019-12-29T15:00,31.62,-2.22
PKS_0556_2019-12-29T15:00,32.78,-2.22
PKS_0556_2019-12-29T15:00,33.02,-2.22
PKS_0556_2019-12-29T15:00,219.22,0.2
PKS_0556_2019-12-29T15:00,241.62,5.05
PKS_0556_2019-12-29T15:00,15.17,-3.64
PKS_0556_2019-12-29T15:00,22.98,-2.22
PKS_0556_2019-12-29T15:00,28.58,-2.22
PKS_0556_2019-12-29T15:00,56.7,-4.85
PKS_0556_2019-12-29T15:00,220.5,0.0
PKS_0556_2019-12-29T15:00,220.62,0.2
PKS_0556_2019-12-29T15:00,32.9,-2.42
PKS_0556_2019-12-29T15:00,219.1,0.0
PKS_0556_2019-12-29T15:00,218.87,0.0
PKS_0556_2019-12-29T15:00,217.7,0.0
PKS_0556_2019-12-29T15:00,224.47,0.0
PKS_0556_2019-12-29T15:00,223.07,0.0
PKS_0556_2019-12-29T15:00,24.5,-2.42
PKS_0556_2019-12-29T15:00,28.82,-2.22
PKS_0556_2019-12-29T15:00,24.27,-2.42
PKS_0556_2019-12-29T15:00,25.78,-2.22
PKS_0556_2019-12-29T15:00,26.02,-2.22
PKS_0556_2019-12-29T15:00,27.07,-2.42
PKS_0556_2019-12-29T15:00,29.87,-2.42
PKS_0556_2019-12-29T15:00,34.07,-2.42
PKS_0556_2019-12-29T15:00,34.3,-2.42
PKS_0556_2019-12-29T15:00,220.38,0.2
PKS_0556_2019-12-29T15:00,25.9,-2.42
PKS_0556_2019-12-29T15:00,27.18,-2.22
PKS_0556_2019-12-29T15:00,27.3,-2.42
PKS_0556_2019-12-29T15:00,28.7,-2.42
PKS_0556_2019-12-29T15:00,22.87,-2.42
PKS_0556_2019-12-29T15:00,52.27,-4.85
PKS_0556_2019-12-29T15:00,217.82,0.2
PKS_0556_2019-12-29T15:00,218.98,0.2
PKS_0556_2019-12-29T15:00,244.07,4.85
PKS_0556_2019-12-29T15:00,25.67,-2.42
PKS_0556_2019-12-29T15:00,28.47,-2.42
PKS_0556_2019-12-29T15:00,30.1,-2.42
PKS_0556_2019-12-29T15:00,31.27,-2.42
PKS_0556_2019-12-29T15:00,217.58,0.2
PKS_0556_2019-12-29T15:00,223.3,0.0
PKS_0556_2019-12-29T15:00,23.1,-2.42
PKS_0556_2019-12-29T15:00,24.38,-2.22
PKS_0556_2019-12-29T15:00,30.22,-2.22
PKS_0556_2019-12-29T15:00,31.5,-2.42
PKS_0556_2019-12-29T15:00,220.27,0.0
PKS_0556_2019-12-29T15:00,242.67,4.85
PKS_0556_2019-12-29T15:00,21.7,-2.42
PKS_0552_2019-12-19T15:00,234.62,-2.22
PKS_0552_2019-12-19T15:00,239.87,-2.42
PKS_0552_2019-12-19T15:00,240.1,-2.42
PKS_0552_2019-12-19T15:00,241.5,-2.42
PKS_0552_2019-12-19T15:00,242.78,-2.22
PKS_0552_2019-12-19T15:00,321.88,-3.44
PKS_0552_2019-12-19T15:00,322.0,-3.64
PKS_0552_2019-12-19T15:00,329.12,-3.44
PKS_0552_2019-12-19T15:00,330.28,-3.44
PKS_0552_2019-12-19T15:00,338.57,-3.64
PKS_0552_2019-12-19T15:00,279.42,-2.22
PKS_0552_2019-12-19T15:00,341.37,-3.64
PKS_0552_2019-12-19T15:00,280.7,-2.42
PKS_0552_2019-12-19T15:00,281.87,-2.42
PKS_0552_2019-12-19T15:00,358.98,-4.65
PKS_0552_2019-12-19T15:00,359.22,-4.65
PKS_0552_2019-12-19T15:00,288.4,1.21
PKS_0552_2019-12-19T15:00,292.48,1.41
PKS_0552_2019-12-19T15:00,301.0,1.21
PKS_0552_2019-12-19T15:00,302.17,1.21
PKS_0552_2019-12-19T15:00,235.67,-2.42
PKS_0552_2019-12-19T15:00,227.62,-2.22
PKS_0552_2019-12-19T15:00,238.58,-2.22
PKS_0552_2019-12-19T15:00,240.22,-2.22
PKS_0552_2019-12-19T15:00,241.38,-2.22
PKS_0552_2019-12-19T15:00,317.92,-3.44
PKS_0552_2019-12-19T15:00,318.97,-3.64
PKS_0552_2019-12-19T15:00,323.17,-3.64
PKS_0552_2019-12-19T15:00,248.27,-2.42
PKS_0552_2019-12-19T15:00,277.9,-2.42
PKS_0552_2019-12-19T15:00,278.02,-2.22
PKS_0552_2019-12-19T15:00,339.97,-3.64
PKS_0552_2019-12-19T15:00,279.18,-2.22
PKS_0552_2019-12-19T15:00,280.47,-2.42
PKS_0552_2019-12-19T15:00,280.58,-2.22
PKS_0552_2019-12-19T15:00,280.82,-2.22
PKS_0552_2019-12-19T15:00,282.1,-2.42
PKS_0552_2019-12-19T15:00,281.98,-2.22
PKS_0552_2019-12-19T15:00,283.27,-2.42
PKS_0552_2019-12-19T15:00,284.9,-2.42
PKS_0552_2019-12-19T15:00,289.57,1.21
PKS_0552_2019-12-19T15:00,298.2,1.21
PKS_0552_2019-12-19T15:00,299.72,1.41
PKS_0552_2019-12-19T15:00,302.28,1.41
PKS_0552_2019-12-19T15:00,302.4,1.21
PKS_0552_2019-12-19T15:00,303.8,1.21
PKS_0552_2019-12-19T15:00,238.82,-2.22
PKS_0552_2019-12-19T15:00,239.98,-2.22
PKS_0552_2019-12-19T15:00,242.67,-2.42
PKS_0552_2019-12-19T15:00,241.62,-2.22
PKS_0552_2019-12-19T15:00,317.68,-3.44
PKS_0552_2019-12-19T15:00,242.9,-2.42
PKS_0552_2019-12-19T15:00,317.8,-3.64
PKS_0552_2019-12-19T15:00,323.4,-3.64
PKS_0552_2019-12-19T15:00,276.38,-2.22
PKS_0552_2019-12-19T15:00,276.62,-2.22
PKS_0552_2019-12-19T15:00,330.17,-3.64
PKS_0552_2019-12-19T15:00,330.4,-3.64
PKS_0552_2019-12-19T15:00,330.52,-3.44
PKS_0552_2019-12-19T15:00,277.78,-2.22
PKS_0552_2019-12-19T15:00,338.8,-3.64
PKS_0552_2019-12-19T15:00,340.2,-3.64
PKS_0552_2019-12-19T15:00,279.07,-2.42
PKS_0552_2019-12-19T15:00,279.3,-2.42
PKS_0552_2019-12-19T15:00,358.87,-4.85
PKS_0552_2019-12-19T15:00,283.5,-2.42
PKS_0552_2019-12-19T15:00,283.38,-2.22
PKS_0552_2019-12-19T15:00,283.62,-2.22
PKS_0552_2019-12-19T15:00,288.52,1.41
PKS_0552_2019-12-19T15:00,292.72,1.41
PKS_0552_2019-12-19T15:00,297.97,1.21
PKS_0552_2019-12-19T15:00,300.77,1.21
PKS_0552_2019-12-19T15:00,300.88,1.41
PKS_0552_2019-12-19T15:00,301.12,1.41
PKS_0552_2019-12-19T15:00,303.57,1.21
PKS_0552_2019-12-19T15:00,234.5,-2.42
PKS_0552_2019-12-19T15:00,234.38,-2.22
PKS_0552_2019-12-19T15:00,241.27,-2.42
PKS_0552_2019-12-19T15:00,317.57,-3.64
PKS_0552_2019-12-19T15:00,319.2,-3.64
PKS_0552_2019-12-19T15:00,321.77,-3.64
PKS_0552_2019-12-19T15:00,322.12,-3.44
PKS_0552_2019-12-19T15:00,243.02,-2.22
PKS_0552_2019-12-19T15:00,277.67,-2.42
PKS_0552_2019-12-19T15:00,331.57,-3.64
PKS_0552_2019-12-19T15:00,341.6,-3.64
PKS_0552_2019-12-19T15:00,282.22,-2.22
PKS_0552_2019-12-19T15:00,284.67,-2.42
PKS_0552_2019-12-19T15:00,292.6,1.21
PKS_0552_2019-12-19T15:00,298.08,1.41
PKS_0552_2019-12-19T15:00,298.32,1.41
PKS_0552_2019-12-19T15:00,299.37,1.21
PKS_0552_2019-12-19T15:00,299.48,1.41
PKS_0552_2019-12-19T15:00,303.68,1.41
PKS_0565_2020-01-18T18:00,324.57,-3.64
PKS_0565_2020-01-18T18:00,284.9,2.42
PKS_0565_2020-01-18T18:00,341.6,6.06
PKS_0565_2020-01-18T18:00,320.37,-3.64
PKS_0565_2020-01-18T18:00,357.0,1.21
PKS_0565_2020-01-18T18:00,340.32,6.26
PKS_0565_2020-01-18T18:00,341.48,6.26
PKS_0565_2020-01-18T18:00,341.72,6.26
PKS_0565_2020-01-18T18:00,359.92,6.26
PKS_0565_2020-01-18T18:00,331.57,3.64
PKS_0565_2020-01-18T18:00,356.77,6.06
PKS_0565_2020-01-18T18:00,312.32,-3.44
PKS_0565_2020-01-18T18:00,314.77,-3.64
PKS_0565_2020-01-18T18:00,315.0,-3.64
PKS_0565_2020-01-18T18:00,351.4,6.06
PKS_0565_2020-01-18T18:00,352.68,6.26
PKS_0565_2020-01-18T18:00,324.8,-3.64
PKS_0565_2020-01-18T18:00,359.92,1.41
PKS_0565_2020-01-18T18:00,352.92,6.26
PKS_0565_2020-01-18T18:00,352.8,6.06
PKS_0565_2020-01-18T18:00,358.52,6.26
PKS_0565_2020-01-18T18:00,293.88,-3.44
PKS_0565_2020-01-18T18:00,311.97,-3.64
PKS_0565_2020-01-18T18:00,312.2,-3.64
PKS_0565_2020-01-18T18:00,320.48,-3.44
PKS_0565_2020-01-18T18:00,320.72,-3.44
PKS_0565_2020-01-18T18:00,286.3,2.42
PKS_0565_2020-01-18T18:00,357.0,6.06
PKS_0565_2020-01-18T18:00,316.17,-3.64
PKS_0565_2020-01-18T18:00,358.17,1.21
PKS_0565_2020-01-18T18:00,331.8,3.64
PKS_0565_2020-01-18T18:00,342.77,6.06
PKS_0565_2020-01-18T18:00,351.28,6.26
PKS_0565_2020-01-18T18:00,313.37,-3.64
PKS_0565_2020-01-18T18:00,357.12,1.41
PKS_0565_2020-01-18T18:00,359.68,1.41
PKS_0565_2020-01-18T18:00,340.08,6.26
PKS_0565_2020-01-18T18:00,340.2,6.06
PKS_0565_2020-01-18T18:00,316.4,-3.64
PKS_0565_2020-01-18T18:00,359.57,6.06
PKS_0565_2020-01-18T18:00,315.12,-3.44
PKS_0565_2020-01-18T18:00,320.6,-3.64
PKS_0565_2020-01-18T18:00,284.78,2.63
PKS_0565_2020-01-18T18:00,333.2,3.64
PKS_0565_2020-01-18T18:00,355.48,3.84
PKS_0565_2020-01-18T18:00,341.37,6.06
PKS_0565_2020-01-18T18:00,352.57,6.06
PKS_0565_2020-01-18T18:00,359.68,6.26
PKS_0565_2020-01-18T18:00,312.08,-3.44
PKS_0565_2020-01-18T18:00,313.6,-3.64
PKS_0565_2020-01-18T18:00,284.67,2.42
PKS_0565_2020-01-18T18:00,331.68,3.84
PKS_0565_2020-01-18T18:00,325.97,-3.64
PKS_0565_2020-01-18T18:00,356.77,1.21
PKS_0565_2020-01-18T18:00,351.52,6.26
PKS_0565_2020-01-18T18:00,358.4,1.21
PKS_0565_2020-01-18T18:00,285.02,2.63
PKS_0565_2020-01-18T18:00,286.18,2.63
PKS_0565_2020-01-18T18:00,331.92,3.84
PKS_0565_2020-01-18T18:00,332.97,3.64
PKS_0566_2020-01-19T18:00,313.6,-3.64
PKS_0566_2020-01-19T18:00,316.4,-3.64
PKS_0566_2020-01-19T18:00,320.72,-3.44
PKS_0566_2020-01-19T18:00,324.57,-3.64
PKS_0566_2020-01-19T18:00,358.4,1.21
PKS_0566_2020-01-19T18:00,331.8,3.64
PKS_0566_2020-01-19T18:00,333.2,3.64
PKS_0566_2020-01-19T18:00,356.77,3.64
PKS_0566_2020-01-19T18:00,358.28,3.84
PKS_0566_2020-01-19T18:00,293.88,-3.44
PKS_0566_2020-01-19T18:00,313.37,-3.64
PKS_0566_2020-01-19T18:00,315.0,-3.64
PKS_0566_2020-01-19T18:00,315.12,-3.44
PKS_0566_2020-01-19T18:00,320.37,-3.64
PKS_0566_2020-01-19T18:00,320.6,-3.64
PKS_0566_2020-01-19T18:00,356.77,1.21
PKS_0566_2020-01-19T18:00,359.68,1.41
PKS_0566_2020-01-19T18:00,352.92,3.84
PKS_0566_2020-01-19T18:00,353.97,3.64
PKS_0566_2020-01-19T18:00,355.37,3.64
PKS_0566_2020-01-19T18:00,292.6,6.06
PKS_0566_2020-01-19T18:00,312.08,-3.44
PKS_0566_2020-01-19T18:00,312.32,-3.44
PKS_0566_2020-01-19T18:00,324.8,-3.64
PKS_0566_2020-01-19T18:00,357.0,1.21
PKS_0566_2020-01-19T18:00,331.57,3.64
PKS_0566_2020-01-19T18:00,331.68,3.84
PKS_0566_2020-01-19T18:00,332.97,3.64
PKS_0566_2020-01-19T18:00,354.08,3.84
PKS_0566_2020-01-19T18:00,354.2,3.64
PKS_0566_2020-01-19T18:00,345.1,4.85
PKS_0566_2020-01-19T18:00,296.68,6.26
PKS_0566_2020-01-19T18:00,311.97,-3.64
PKS_0566_2020-01-19T18:00,312.2,-3.64
PKS_0566_2020-01-19T18:00,314.77,-3.64
PKS_0566_2020-01-19T18:00,316.17,-3.64
PKS_0566_2020-01-19T18:00,320.48,-3.44
PKS_0566_2020-01-19T18:00,357.12,1.41
PKS_0566_2020-01-19T18:00,358.17,1.21
PKS_0566_2020-01-19T18:00,359.92,1.41
PKS_0566_2020-01-19T18:00,331.92,3.84
PKS_0566_2020-01-19T18:00,352.8,3.64
PKS_0566_2020-01-19T18:00,354.32,3.84
PKS_0566_2020-01-19T18:00,355.48,3.84
PKS_0566_2020-01-19T18:00,357.12,3.84
PKS_0566_2020-01-19T18:00,358.52,3.84
PKS_0566_2020-01-19T18:00,358.4,3.64
PKS_0563_2020-01-16T18:00,274.52,1.41
PKS_0563_2020-01-16T18:00,277.2,1.21
PKS_0563_2020-01-16T18:00,332.62,2.63
PKS_0563_2020-01-16T18:00,324.57,6.06
PKS_0563_2020-01-16T18:00,268.1,-2.42
PKS_0563_2020-01-16T18:00,273.47,-2.42
PKS_0563_2020-01-16T18:00,273.58,-2.22
PKS_0563_2020-01-16T18:00,275.92,1.41
PKS_0563_2020-01-16T18:00,290.5,2.42
PKS_0563_2020-01-16T18:00,326.78,2.63
PKS_0563_2020-01-16T18:00,328.3,2.42
PKS_0563_2020-01-16T18:00,331.22,2.63
PKS_0563_2020-01-16T18:00,266.82,-2.22
PKS_0563_2020-01-16T18:00,273.7,-2.42
PKS_0563_2020-01-16T18:00,328.18,2.63
PKS_0563_2020-01-16T18:00,332.5,2.42
PKS_0563_2020-01-16T18:00,333.67,2.42
PKS_0563_2020-01-16T18:00,347.32,6.26
PKS_0563_2020-01-16T18:00,350.0,6.06
PKS_0563_2020-01-16T18:00,351.17,6.06
PKS_0563_2020-01-16T18:00,280.0,1.21
PKS_0563_2020-01-16T18:00,282.92,1.41
PKS_0563_2020-01-16T18:00,284.08,1.41
PKS_0563_2020-01-16T18:00,348.72,6.26
PKS_0563_2020-01-16T18:00,274.4,1.21
PKS_0563_2020-01-16T18:00,280.12,1.41
PKS_0563_2020-01-16T18:00,326.67,2.42
PKS_0563_2020-01-16T18:00,342.88,6.26
PKS_0563_2020-01-16T18:00,349.77,6.06
PKS_0563_2020-01-16T18:00,306.02,-2.22
PKS_0563_2020-01-16T18:00,282.68,1.41
PKS_0563_2020-01-16T18:00,284.2,1.21
PKS_0563_2020-01-16T18:00,344.28,6.26
PKS_0563_2020-01-16T18:00,347.08,6.26
PKS_0563_2020-01-16T18:00,348.37,6.06
PKS_0563_2020-01-16T18:00,273.82,-2.22
PKS_0563_2020-01-16T18:00,279.77,1.21
PKS_0563_2020-01-16T18:00,283.97,1.21
PKS_0563_2020-01-16T18:00,287.0,1.21
PKS_0563_2020-01-16T18:00,288.28,1.41
PKS_0563_2020-01-16T18:00,328.07,2.42
PKS_0563_2020-01-16T18:00,314.77,6.06
PKS_0563_2020-01-16T18:00,341.72,6.26
PKS_0563_2020-01-16T18:00,342.77,6.06
PKS_0563_2020-01-16T18:00,344.17,6.06
PKS_0563_2020-01-16T18:00,305.9,-2.42
PKS_0563_2020-01-16T18:00,325.62,2.63
PKS_0563_2020-01-16T18:00,328.42,2.63
PKS_0563_2020-01-16T18:00,313.72,6.26
PKS_0563_2020-01-16T18:00,332.38,2.63
PKS_0563_2020-01-16T18:00,284.32,1.41
PKS_0563_2020-01-16T18:00,333.78,2.63
PKS_0563_2020-01-16T18:00,344.52,6.26
PKS_0563_2020-01-16T18:00,345.57,6.06
PKS_0563_2020-01-16T18:00,345.8,6.06
PKS_0563_2020-01-16T18:00,345.92,6.26
PKS_0563_2020-01-16T18:00,349.88,6.26
PKS_0563_2020-01-16T18:00,350.12,6.26
PKS_0563_2020-01-16T18:00,267.87,-2.42
PKS_0563_2020-01-16T18:00,272.18,-2.22
PKS_0563_2020-01-16T18:00,305.78,-2.22
PKS_0563_2020-01-16T18:00,290.38,2.63
PKS_0563_2020-01-16T18:00,326.9,2.42
PKS_0563_2020-01-16T18:00,332.27,2.42
PKS_0563_2020-01-16T18:00,340.2,6.06
PKS_0563_2020-01-16T18:00,340.32,6.26
PKS_0563_2020-01-16T18:00,341.37,6.06
PKS_0563_2020-01-16T18:00,343.12,6.26
PKS_0563_2020-01-16T18:00,267.98,-2.22
PKS_0563_2020-01-16T18:00,274.17,1.21
PKS_0563_2020-01-16T18:00,274.28,1.41
PKS_0563_2020-01-16T18:00,275.8,1.21
PKS_0563_2020-01-16T18:00,275.68,1.41
PKS_0563_2020-01-16T18:00,276.97,1.21
PKS_0563_2020-01-16T18:00,279.88,1.41
PKS_0563_2020-01-16T18:00,286.88,1.41
PKS_0563_2020-01-16T18:00,288.17,1.21
PKS_0563_2020-01-16T18:00,290.27,2.42
PKS_0563_2020-01-16T18:00,327.02,2.63
PKS_0563_2020-01-16T18:00,330.98,2.63
PKS_0563_2020-01-16T18:00,315.0,6.06
PKS_0563_2020-01-16T18:00,341.6,6.06
PKS_0563_2020-01-16T18:00,345.68,6.26
PKS_0563_2020-01-16T18:00,348.6,6.06
PKS_0563_2020-01-16T18:00,270.67,-2.42
PKS_0563_2020-01-16T18:00,272.42,-2.22
PKS_0563_2020-01-16T18:00,323.52,6.26
PKS_0563_2020-01-16T18:00,340.08,6.26
PKS_0563_2020-01-16T18:00,341.48,6.26
PKS_0563_2020-01-16T18:00,343.0,6.06
PKS_0563_2020-01-16T18:00,346.97,6.06
PKS_0563_2020-01-16T18:00,347.2,6.06
PKS_0563_2020-01-16T18:00,275.57,1.21
PKS_0563_2020-01-16T18:00,344.4,6.06
PKS_0563_2020-01-16T18:00,348.48,6.26
PKS_0573_2020-02-02T20:00,26.37,1.21
PKS_0573_2020-02-02T20:00,19.48,1.41
PKS_0573_2020-02-02T20:00,302.4,-3.64
PKS_0573_2020-02-02T20:00,54.37,3.64
PKS_0573_2020-02-02T20:00,308.12,3.84
PKS_0573_2020-02-02T20:00,58.57,1.21
PKS_0573_2020-02-02T20:00,299.72,-3.44
PKS_0573_2020-02-02T20:00,307.77,3.64
PKS_0573_2020-02-02T20:00,307.88,3.84
PKS_0573_2020-02-02T20:00,301.0,-3.64
PKS_0573_2020-02-02T20:00,308.0,3.64
PKS_0573_2020-02-02T20:00,299.37,-3.64
PKS_0573_2020-02-02T20:00,300.88,-3.44
PKS_0573_2020-02-02T20:00,299.6,-3.64
PKS_0573_2020-02-02T20:00,300.77,-3.64
PKS_0573_2020-02-02T20:00,302.17,-3.64
PKS_0573_2020-02-02T20:00,303.92,3.84
PKS_0573_2020-02-02T20:00,304.97,3.64
PKS_0573_2020-02-02T20:00,301.12,-3.44
PKS_0573_2020-02-02T20:00,25.2,1.21
PKS_0573_2020-02-02T20:00,299.48,-3.44
PKS_0573_2020-02-02T20:00,25.32,1.41
PKS_0573_2020-02-02T20:00,305.08,3.84
PKS_0573_2020-02-02T20:00,59.27,0.0
PKS_0573_2020-02-02T20:00,298.08,-3.44
PKS_0573_2020-02-02T20:00,298.32,-3.44
PKS_0564_2020-01-17T18:00,298.78,-4.65
PKS_0564_2020-01-17T18:00,303.1,-4.85
PKS_0564_2020-01-17T18:00,304.38,-4.65
PKS_0564_2020-01-17T18:00,306.02,-4.65
PKS_0564_2020-01-17T18:00,310.22,-4.65
PKS_0564_2020-01-17T18:00,312.9,-4.85
PKS_0564_2020-01-17T18:00,315.7,-4.85
PKS_0564_2020-01-17T18:00,49.0,1.21
PKS_0564_2020-01-17T18:00,300.3,-4.85
PKS_0564_2020-01-17T18:00,302.87,-4.85
PKS_0564_2020-01-17T18:00,302.98,-4.65
PKS_0564_2020-01-17T18:00,309.87,-4.85
PKS_0564_2020-01-17T18:00,312.78,-4.65
PKS_0564_2020-01-17T18:00,313.02,-4.65
PKS_0564_2020-01-17T18:00,316.98,-4.65
PKS_0564_2020-01-17T18:00,356.07,-4.85
PKS_0564_2020-01-17T18:00,340.08,-3.44
PKS_0564_2020-01-17T18:00,355.48,1.41
PKS_0564_2020-01-17T18:00,338.92,-3.44
PKS_0564_2020-01-17T18:00,340.08,-3.44
PKS_0564_2020-01-17T18:00,298.67,-4.85
PKS_0564_2020-01-17T18:00,298.9,-4.85
PKS_0564_2020-01-17T18:00,301.7,-4.85
PKS_0564_2020-01-17T18:00,304.5,-4.85
PKS_0564_2020-01-17T18:00,314.3,-4.85
PKS_0564_2020-01-17T18:00,318.38,-4.65
PKS_0564_2020-01-17T18:00,319.67,-4.85
PKS_0564_2020-01-17T18:00,327.37,-3.64
PKS_0564_2020-01-17T18:00,331.92,-3.44
PKS_0564_2020-01-17T18:00,340.32,-3.44
PKS_0564_2020-01-17T18:00,300.42,-4.65
PKS_0564_2020-01-17T18:00,307.18,-4.65
PKS_0564_2020-01-17T18:00,315.82,-4.65
PKS_0564_2020-01-17T18:00,326.2,-3.64
PKS_0564_2020-01-17T18:00,331.8,-3.64
PKS_0564_2020-01-17T18:00,303.22,-4.65
PKS_0564_2020-01-17T18:00,304.27,-4.85
PKS_0564_2020-01-17T18:00,305.78,-4.65
PKS_0564_2020-01-17T18:00,318.5,-4.85
PKS_0564_2020-01-17T18:00,354.08,1.41
PKS_0564_2020-01-17T18:00,300.07,-4.85
PKS_0564_2020-01-17T18:00,300.18,-4.65
PKS_0564_2020-01-17T18:00,307.07,-4.85
PKS_0564_2020-01-17T18:00,311.62,-4.65
PKS_0564_2020-01-17T18:00,333.08,-3.44
PKS_0564_2020-01-17T18:00,307.3,-4.85
PKS_0564_2020-01-17T18:00,307.42,-4.65
PKS_0564_2020-01-17T18:00,314.42,-4.65
PKS_0564_2020-01-17T18:00,315.47,-4.85
PKS_0564_2020-01-17T18:00,315.58,-4.65
PKS_0564_2020-01-17T18:00,318.62,-4.65
PKS_0564_2020-01-17T18:00,321.18,-4.65
PKS_0564_2020-01-17T18:00,359.1,-4.85
PKS_0564_2020-01-17T18:00,299.02,-4.65
PKS_0564_2020-01-17T18:00,301.58,-4.65
PKS_0564_2020-01-17T18:00,308.47,-4.85
PKS_0564_2020-01-17T18:00,311.38,-4.65
PKS_0564_2020-01-17T18:00,59.27,-2.42
PKS_0564_2020-01-17T18:00,333.2,-3.64
PKS_0564_2020-01-17T18:00,355.72,1.41
PKS_0564_2020-01-17T18:00,305.67,-4.85
PKS_0564_2020-01-17T18:00,311.27,-4.85
PKS_0564_2020-01-17T18:00,318.27,-4.85
PKS_0564_2020-01-17T18:00,320.02,-4.65
PKS_0564_2020-01-17T18:00,333.32,-3.44
PKS_0564_2020-01-17T18:00,355.37,1.21
PKS_0564_2020-01-17T18:00,354.08,1.41
PKS_0564_2020-01-17T18:00,355.48,1.41
PKS_0564_2020-01-17T18:00,301.82,-4.65
PKS_0564_2020-01-17T18:00,304.62,-4.65
PKS_0564_2020-01-17T18:00,312.67,-4.85
PKS_0564_2020-01-17T18:00,314.18,-4.65
PKS_0564_2020-01-17T18:00,317.22,-4.65
PKS_0564_2020-01-17T18:00,319.78,-4.65
PKS_0564_2020-01-17T18:00,338.92,-3.44
PKS_0564_2020-01-17T18:00,338.68,-3.44
PKS_0564_2020-01-17T18:00,301.47,-4.85
PKS_0564_2020-01-17T18:00,7.0,6.06
PKS_0564_2020-01-17T18:00,308.7,-4.85
PKS_0564_2020-01-17T18:00,309.98,-4.65
PKS_0564_2020-01-17T18:00,311.5,-4.85
PKS_0564_2020-01-17T18:00,314.07,-4.85
PKS_0564_2020-01-17T18:00,321.07,-4.85
PKS_0564_2020-01-17T18:00,326.32,-3.44
PKS_0564_2020-01-17T18:00,340.32,-3.44
PKS_0564_2020-01-17T18:00,355.6,1.21
PKS_0564_2020-01-17T18:00,305.9,-4.85
PKS_0564_2020-01-17T18:00,308.58,-4.65
PKS_0564_2020-01-17T18:00,308.82,-4.65
PKS_0564_2020-01-17T18:00,310.1,-4.85
PKS_0564_2020-01-17T18:00,50.98,0.2
PKS_0564_2020-01-17T18:00,316.87,-4.85
PKS_0564_2020-01-17T18:00,317.1,-4.85
PKS_0564_2020-01-17T18:00,326.08,-3.44
PKS_0564_2020-01-17T18:00,327.6,-3.64
PKS_0564_2020-01-17T18:00,331.68,-3.44
PKS_0564_2020-01-17T18:00,332.97,-3.64
PKS_0564_2020-01-17T18:00,338.68,-3.44
PKS_0564_2020-01-17T18:00,333.2,-3.64
PKS_0564_2020-01-17T18:00,334.37,-3.64
PKS_0564_2020-01-17T18:00,319.9,-4.85
PKS_0564_2020-01-17T18:00,334.37,-3.64
PKS_0564_2020-01-17T18:00,354.32,1.41
PKS_0564_2020-01-17T18:00,354.32,1.41
PKS_0562_2020-01-14T17:00,266.7,-2.42
PKS_0562_2020-01-14T17:00,266.58,-2.22
PKS_0562_2020-01-14T17:00,342.07,-2.42
PKS_0562_2020-01-14T17:00,359.92,-3.44
PKS_0562_2020-01-14T17:00,355.48,6.26
PKS_0562_2020-01-14T17:00,355.37,6.06
PKS_0562_2020-01-14T17:00,356.88,6.26
PKS_0562_2020-01-14T17:00,355.6,-3.64
PKS_0562_2020-01-14T17:00,356.88,-3.44
