Pointing,GLat,GLong
PKS_0471_2019-06-23T21:00,240.22,5.05
PKS_0471_2019-06-23T21:00,226.8,6.06
PKS_0471_2019-06-23T21:00,328.88,-3.44
PKS_0471_2019-06-23T21:00,243.02,5.05
PKS_0471_2019-06-23T21:00,229.72,6.26
PKS_0471_2019-06-23T21:00,245.12,6.26
PKS_0471_2019-06-23T21:00,256.2,6.06
PKS_0471_2019-06-23T21:00,229.48,3.84
PKS_0471_2019-06-23T21:00,246.52,3.84
PKS_0471_2019-06-23T21:00,230.07,4.85
PKS_0471_2019-06-23T21:00,237.3,4.85
PKS_0471_2019-06-23T21:00,245.7,4.85
PKS_0471_2019-06-23T21:00,232.17,6.06
PKS_0471_2019-06-23T21:00,233.8,6.06
PKS_0471_2019-06-23T21:00,236.6,6.06
PKS_0471_2019-06-23T21:00,254.8,6.06
PKS_0471_2019-06-23T21:00,259.0,6.06
PKS_0471_2019-06-23T21:00,337.17,-6.06
PKS_0471_2019-06-23T21:00,187.02,5.05
PKS_0471_2019-06-23T21:00,247.1,4.85
PKS_0471_2019-06-23T21:00,216.77,6.06
PKS_0471_2019-06-23T21:00,232.52,6.26
PKS_0471_2019-06-23T21:00,233.92,6.26
PKS_0471_2019-06-23T21:00,253.17,6.06
PKS_0471_2019-06-23T21:00,254.92,6.26
PKS_0471_2019-06-23T21:00,260.17,6.06
PKS_0471_2019-06-23T21:00,260.52,6.26
PKS_0471_2019-06-23T21:00,232.4,3.64
PKS_0471_2019-06-23T21:00,245.0,3.64
PKS_0471_2019-06-23T21:00,242.9,4.85
PKS_0471_2019-06-23T21:00,219.68,6.26
PKS_0471_2019-06-23T21:00,232.28,6.26
PKS_0471_2019-06-23T21:00,230.88,6.26
PKS_0471_2019-06-23T21:00,255.97,6.06
PKS_0471_2019-06-23T21:00,329.0,-3.64
PKS_0471_2019-06-23T21:00,337.28,-5.86
PKS_0471_2019-06-23T21:00,222.37,3.64
PKS_0471_2019-06-23T21:00,237.42,5.05
PKS_0471_2019-06-23T21:00,253.28,6.26
PKS_0471_2019-06-23T21:00,254.68,6.26
PKS_0471_2019-06-23T21:00,228.2,-6.06
PKS_0471_2019-06-23T21:00,230.18,5.05
PKS_0471_2019-06-23T21:00,244.42,5.05
PKS_0471_2019-06-23T21:00,245.82,5.05
PKS_0471_2019-06-23T21:00,229.6,6.06
PKS_0471_2019-06-23T21:00,257.6,6.06
PKS_0473_2019-06-28T22:00,0.58,5.05
PKS_0473_2019-06-28T22:00,1.98,5.05
PKS_0473_2019-06-28T22:00,3.5,4.85
PKS_0473_2019-06-28T22:00,6.3,4.85
PKS_0473_2019-06-28T22:00,2.1,4.85
PKS_0473_2019-06-28T22:00,0.0,6.06
PKS_0473_2019-06-28T22:00,6.18,5.05
PKS_0473_2019-06-28T22:00,6.42,5.05
PKS_0473_2019-06-28T22:00,10.38,5.05
PKS_0473_2019-06-28T22:00,10.5,4.85
PKS_0473_2019-06-28T22:00,15.98,5.05
PKS_0473_2019-06-28T22:00,15.98,5.05
PKS_0473_2019-06-28T22:00,3.38,5.05
PKS_0473_2019-06-28T22:00,11.67,4.85
PKS_0333_2018-07-27T10:00,26.37,6.06
PKS_0333_2018-07-27T10:00,31.97,6.06
PKS_0333_2018-07-27T10:00,8.17,6.06
PKS_0333_2018-07-27T10:00,8.4,6.06
PKS_0333_2018-07-27T10:00,52.27,4.85
PKS_0333_2018-07-27T10:00,52.38,5.05
PKS_0333_2018-07-27T10:00,52.5,4.85
PKS_0333_2018-07-27T10:00,55.18,5.05
PKS_0333_2018-07-27T10:00,8.28,6.26
PKS_0333_2018-07-27T10:00,11.08,6.26
PKS_0333_2018-07-27T10:00,10.97,6.06
PKS_0333_2018-07-27T10:00,11.32,6.26
PKS_0333_2018-07-27T10:00,11.2,6.06
PKS_0333_2018-07-27T10:00,55.3,4.85
PKS_0333_2018-07-27T10:00,12.37,6.06
PKS_0333_2018-07-27T10:00,13.77,6.06
PKS_0333_2018-07-27T10:00,13.88,6.26
PKS_0333_2018-07-27T10:00,14.0,6.06
PKS_0333_2018-07-27T10:00,14.12,6.26
PKS_0333_2018-07-27T10:00,15.17,6.06
PKS_0333_2018-07-27T10:00,19.37,6.06
PKS_0333_2018-07-27T10:00,19.48,6.26
PKS_0333_2018-07-27T10:00,19.6,6.06
PKS_0333_2018-07-27T10:00,20.77,6.06
PKS_0333_2018-07-27T10:00,32.08,6.26
PKS_0333_2018-07-27T10:00,32.2,6.06
PKS_0333_2018-07-27T10:00,33.6,6.06
PKS_0333_2018-07-27T10:00,20.88,6.26
PKS_0333_2018-07-27T10:00,21.0,6.06
PKS_0333_2018-07-27T10:00,39.2,6.06
PKS_0333_2018-07-27T10:00,39.08,6.26
PKS_0333_2018-07-27T10:00,44.57,6.06
PKS_0333_2018-07-27T10:00,43.52,6.26
PKS_0333_2018-07-27T10:00,48.77,6.06
PKS_0333_2018-07-27T10:00,356.88,-5.86
PKS_0333_2018-07-27T10:00,356.77,-6.06
PKS_0333_2018-07-27T10:00,357.12,-5.86
PKS_0333_2018-07-27T10:00,357.0,-6.06
PKS_0333_2018-07-27T10:00,358.17,-6.06
PKS_0333_2018-07-27T10:00,358.4,-6.06
PKS_0333_2018-07-27T10:00,358.28,-5.86
PKS_0333_2018-07-27T10:00,358.52,-5.86
PKS_0333_2018-07-27T10:00,359.68,-5.86
PKS_0333_2018-07-27T10:00,359.57,-6.06
PKS_0333_2018-07-27T10:00,359.92,-5.86
PKS_0333_2018-07-27T10:00,359.8,-6.06
PKS_0333_2018-07-27T10:00,353.38,-4.65
PKS_0333_2018-07-27T10:00,353.27,-4.85
PKS_0333_2018-07-27T10:00,353.62,-4.65
PKS_0333_2018-07-27T10:00,304.62,-42.92
PKS_0333_2018-07-27T10:00,304.85,-42.92
PKS_0333_2018-07-27T10:00,305.9,-43.12
PKS_0333_2018-07-27T10:00,306.13,-43.12
PKS_0333_2018-07-27T10:00,306.02,-42.92
PKS_0333_2018-07-27T10:00,306.25,-42.92
PKS_0333_2018-07-27T10:00,299.6,-41.91
PKS_0333_2018-07-27T10:00,299.83,-41.91
PKS_0333_2018-07-27T10:00,299.72,-41.71
PKS_0333_2018-07-27T10:00,299.95,-41.71
PKS_0333_2018-07-27T10:00,301.0,-41.91
PKS_0333_2018-07-27T10:00,301.23,-41.91
PKS_0333_2018-07-27T10:00,301.12,-41.71
PKS_0333_2018-07-27T10:00,301.35,-41.71
PKS_0333_2018-07-27T10:00,302.4,-41.91
PKS_0333_2018-07-27T10:00,302.63,-41.91
PKS_0333_2018-07-27T10:00,302.52,-41.71
PKS_0333_2018-07-27T10:00,302.75,-41.71
PKS_0333_2018-07-27T10:00,303.8,-41.91
PKS_0333_2018-07-27T10:00,304.03,-41.91
PKS_0333_2018-07-27T10:00,303.92,-41.71
PKS_0333_2018-07-27T10:00,304.15,-41.71
PKS_0333_2018-07-27T10:00,305.2,-41.91
PKS_0333_2018-07-27T10:00,305.43,-41.91
PKS_0333_2018-07-27T10:00,305.32,-41.71
PKS_0333_2018-07-27T10:00,305.55,-41.71
PKS_0333_2018-07-27T10:00,304.62,-42.92
PKS_0333_2018-07-27T10:00,304.85,-42.92
PKS_0333_2018-07-27T10:00,305.9,-43.12
PKS_0333_2018-07-27T10:00,306.13,-43.12
PKS_0475_2019-06-30T22:00,281.52,-5.86
PKS_0475_2019-06-30T22:00,236.02,-4.65
PKS_0475_2019-06-30T22:00,7.47,-4.85
PKS_0475_2019-06-30T22:00,282.57,-6.06
PKS_0475_2019-06-30T22:00,284.2,-6.06
PKS_0475_2019-06-30T22:00,289.8,-6.06
PKS_0475_2019-06-30T22:00,230.07,-4.85
PKS_0475_2019-06-30T22:00,231.82,-4.65
PKS_0475_2019-06-30T22:00,237.3,-4.85
PKS_0475_2019-06-30T22:00,235.78,-4.65
PKS_0475_2019-06-30T22:00,239.98,-4.65
PKS_0475_2019-06-30T22:00,5.6,6.06
PKS_0475_2019-06-30T22:00,279.77,-6.06
PKS_0475_2019-06-30T22:00,299.6,-6.06
PKS_0475_2019-06-30T22:00,234.5,-4.85
PKS_0475_2019-06-30T22:00,233.22,-4.65
PKS_0475_2019-06-30T22:00,238.7,-4.85
PKS_0475_2019-06-30T22:00,340.2,-6.06
PKS_0475_2019-06-30T22:00,5.72,6.26
PKS_0475_2019-06-30T22:00,344.52,-5.86
PKS_0475_2019-06-30T22:00,1.28,-3.44
PKS_0475_2019-06-30T22:00,281.17,-6.06
PKS_0475_2019-06-30T22:00,282.8,-6.06
PKS_0475_2019-06-30T22:00,283.97,-6.06
PKS_0475_2019-06-30T22:00,285.6,-6.06
PKS_0475_2019-06-30T22:00,286.77,-6.06
PKS_0475_2019-06-30T22:00,286.88,-5.86
PKS_0475_2019-06-30T22:00,299.48,-5.86
PKS_0475_2019-06-30T22:00,342.77,-6.06
PKS_0475_2019-06-30T22:00,241.62,-4.65
PKS_0475_2019-06-30T22:00,282.68,-5.86
PKS_0475_2019-06-30T22:00,284.32,-5.86
PKS_0475_2019-06-30T22:00,285.37,-6.06
PKS_0475_2019-06-30T22:00,230.3,-4.85
PKS_0475_2019-06-30T22:00,230.42,-4.65
PKS_0475_2019-06-30T22:00,232.98,-4.65
PKS_0475_2019-06-30T22:00,235.67,-4.85
PKS_0475_2019-06-30T22:00,238.47,-4.85
PKS_0475_2019-06-30T22:00,240.22,-4.65
PKS_0475_2019-06-30T22:00,15.28,6.26
PKS_0475_2019-06-30T22:00,278.72,-5.86
PKS_0475_2019-06-30T22:00,280.12,-5.86
PKS_0475_2019-06-30T22:00,281.4,-6.06
PKS_0475_2019-06-30T22:00,288.4,-6.06
PKS_0475_2019-06-30T22:00,231.7,-4.85
PKS_0475_2019-06-30T22:00,234.38,-4.65
PKS_0475_2019-06-30T22:00,234.62,-4.65
PKS_0475_2019-06-30T22:00,238.82,-4.65
PKS_0475_2019-06-30T22:00,358.28,6.26
PKS_0475_2019-06-30T22:00,1.28,3.84
PKS_0475_2019-06-30T22:00,15.4,6.06
PKS_0475_2019-06-30T22:00,16.1,4.85
PKS_0475_2019-06-30T22:00,280.0,-6.06
PKS_0475_2019-06-30T22:00,279.88,-5.86
PKS_0475_2019-06-30T22:00,284.08,-5.86
PKS_0475_2019-06-30T22:00,285.72,-5.86
PKS_0475_2019-06-30T22:00,288.52,-5.86
PKS_0475_2019-06-30T22:00,289.57,-6.06
PKS_0475_2019-06-30T22:00,298.32,-5.86
PKS_0475_2019-06-30T22:00,299.37,-6.06
PKS_0475_2019-06-30T22:00,188.42,-4.65
PKS_0475_2019-06-30T22:00,232.87,-4.85
PKS_0475_2019-06-30T22:00,231.58,-4.65
PKS_0475_2019-06-30T22:00,237.42,-4.65
PKS_0475_2019-06-30T22:00,238.58,-4.65
PKS_0475_2019-06-30T22:00,241.27,-4.85
PKS_0475_2019-06-30T22:00,241.38,-4.65
PKS_0475_2019-06-30T22:00,248.5,-4.85
PKS_0475_2019-06-30T22:00,340.08,-5.86
PKS_0475_2019-06-30T22:00,341.37,-6.06
PKS_0475_2019-06-30T22:00,341.6,-6.06
PKS_0475_2019-06-30T22:00,358.4,6.06
PKS_0475_2019-06-30T22:00,282.92,-5.86
PKS_0475_2019-06-30T22:00,230.18,-4.65
PKS_0475_2019-06-30T22:00,229.02,-4.65
PKS_0475_2019-06-30T22:00,228.78,-4.65
PKS_0475_2019-06-30T22:00,237.18,-4.65
PKS_0475_2019-06-30T22:00,339.97,-6.06
PKS_0475_2019-06-30T22:00,1.17,3.64
PKS_0475_2019-06-30T22:00,1.4,3.64
PKS_0475_2019-06-30T22:00,5.48,6.26
PKS_0475_2019-06-30T22:00,7.7,-4.85
PKS_0475_2019-06-30T22:00,288.28,-5.86
PKS_0475_2019-06-30T22:00,233.1,-4.85
PKS_0475_2019-06-30T22:00,248.27,-4.85
PKS_0475_2019-06-30T22:00,341.48,-5.86
PKS_0475_2019-06-30T22:00,288.17,-6.06
PKS_0475_2019-06-30T22:00,289.68,-5.86
PKS_0475_2019-06-30T22:00,231.47,-4.85
PKS_0475_2019-06-30T22:00,234.27,-4.85
PKS_0475_2019-06-30T22:00,241.5,-4.85
PKS_0475_2019-06-30T22:00,340.32,-5.86
PKS_0475_2019-06-30T22:00,341.72,-5.86
PKS_0475_2019-06-30T22:00,1.17,-3.64
PKS_0475_2019-06-30T22:00,278.48,-5.86
PKS_0475_2019-06-30T22:00,281.28,-5.86
PKS_0475_2019-06-30T22:00,285.48,-5.86
PKS_0475_2019-06-30T22:00,287.0,-6.06
PKS_0475_2019-06-30T22:00,287.12,-5.86
PKS_0475_2019-06-30T22:00,235.9,-4.85
PKS_0475_2019-06-30T22:00,237.07,-4.85
PKS_0475_2019-06-30T22:00,358.98,5.05
PKS_0475_2019-06-30T22:00,1.4,-3.64
PKS_0433_2019-04-01T14:00,276.27,4.85
PKS_0433_2019-04-01T14:00,283.62,5.05
PKS_0433_2019-04-01T14:00,26.48,-5.86
PKS_0433_2019-04-01T14:00,323.4,-6.06
PKS_0433_2019-04-01T14:00,279.3,4.85
PKS_0433_2019-04-01T14:00,279.07,4.85
PKS_0433_2019-04-01T14:00,276.97,6.06
PKS_0433_2019-04-01T14:00,26.72,-5.86
PKS_0433_2019-04-01T14:00,27.88,-5.86
PKS_0433_2019-04-01T14:00,271.72,6.26
PKS_0433_2019-04-01T14:00,280.7,4.85
PKS_0433_2019-04-01T14:00,279.42,5.05
PKS_0433_2019-04-01T14:00,272.77,6.06
PKS_0433_2019-04-01T14:00,279.18,5.05
PKS_0433_2019-04-01T14:00,283.5,4.85
PKS_0433_2019-04-01T14:00,283.38,5.05
PKS_0433_2019-04-01T14:00,28.0,-6.06
PKS_0433_2019-04-01T14:00,280.47,4.85
PKS_0474_2019-06-29T22:00,190.98,-4.65
PKS_0474_2019-06-29T22:00,204.87,-4.85
PKS_0474_2019-06-29T22:00,210.7,0.0
PKS_0474_2019-06-29T22:00,210.0,1.21
PKS_0474_2019-06-29T22:00,215.02,2.63
PKS_0474_2019-06-29T22:00,244.07,2.42
PKS_0474_2019-06-29T22:00,248.62,2.63
PKS_0474_2019-06-29T22:00,323.28,-3.44
PKS_0474_2019-06-29T22:00,323.52,-3.44
PKS_0474_2019-06-29T22:00,328.77,-6.06
PKS_0474_2019-06-29T22:00,192.38,-4.65
PKS_0474_2019-06-29T22:00,212.8,-1.21
PKS_0474_2019-06-29T22:00,211.28,1.41
PKS_0474_2019-06-29T22:00,238.58,2.63
PKS_0474_2019-06-29T22:00,267.52,6.26
PKS_0474_2019-06-29T22:00,325.97,-6.06
PKS_0474_2019-06-29T22:00,328.88,-5.86
PKS_0474_2019-06-29T22:00,192.27,-4.85
PKS_0474_2019-06-29T22:00,203.47,-4.85
PKS_0474_2019-06-29T22:00,230.3,-4.85
PKS_0474_2019-06-29T22:00,231.47,-4.85
PKS_0474_2019-06-29T22:00,211.17,1.21
PKS_0474_2019-06-29T22:00,221.67,2.42
PKS_0474_2019-06-29T22:00,327.37,-6.06
PKS_0474_2019-06-29T22:00,327.6,-6.06
PKS_0474_2019-06-29T22:00,329.0,-6.06
PKS_0474_2019-06-29T22:00,330.17,-6.06
PKS_0474_2019-06-29T22:00,331.57,-6.06
PKS_0474_2019-06-29T22:00,196.82,-4.65
PKS_0474_2019-06-29T22:00,193.9,-4.85
PKS_0474_2019-06-29T22:00,198.22,-4.65
PKS_0474_2019-06-29T22:00,197.98,-4.65
PKS_0474_2019-06-29T22:00,209.77,1.21
PKS_0474_2019-06-29T22:00,212.57,1.21
PKS_0474_2019-06-29T22:00,242.78,2.63
PKS_0474_2019-06-29T22:00,245.82,2.63
PKS_0474_2019-06-29T22:00,248.5,2.42
PKS_0474_2019-06-29T22:00,330.4,-6.06
PKS_0474_2019-06-29T22:00,198.1,-4.85
PKS_0474_2019-06-29T22:00,199.62,-4.65
PKS_0474_2019-06-29T22:00,205.1,-4.85
PKS_0474_2019-06-29T22:00,231.7,-4.85
PKS_0474_2019-06-29T22:00,212.92,-1.01
PKS_0474_2019-06-29T22:00,209.42,0.2
PKS_0474_2019-06-29T22:00,221.78,2.63
PKS_0474_2019-06-29T22:00,235.67,2.42
PKS_0474_2019-06-29T22:00,324.57,-6.06
PKS_0474_2019-06-29T22:00,324.92,-5.86
PKS_0474_2019-06-29T22:00,331.68,-5.86
PKS_0474_2019-06-29T22:00,200.67,-4.85
PKS_0474_2019-06-29T22:00,230.42,-4.65
PKS_0474_2019-06-29T22:00,230.18,-4.65
PKS_0474_2019-06-29T22:00,210.58,0.2
PKS_0474_2019-06-29T22:00,221.08,1.41
PKS_0474_2019-06-29T22:00,267.28,6.26
PKS_0474_2019-06-29T22:00,326.2,-6.06
PKS_0474_2019-06-29T22:00,327.48,-5.86
PKS_0474_2019-06-29T22:00,330.28,-5.86
PKS_0474_2019-06-29T22:00,190.87,-4.85
PKS_0474_2019-06-29T22:00,196.7,-4.85
PKS_0474_2019-06-29T22:00,199.38,-4.65
PKS_0474_2019-06-29T22:00,212.57,-1.21
PKS_0474_2019-06-29T22:00,298.32,-5.86
PKS_0474_2019-06-29T22:00,209.3,0.0
PKS_0474_2019-06-29T22:00,212.1,0.0
PKS_0474_2019-06-29T22:00,212.22,0.2
PKS_0474_2019-06-29T22:00,238.47,2.42
PKS_0474_2019-06-29T22:00,244.18,2.63
PKS_0474_2019-06-29T22:00,267.17,6.06
PKS_0474_2019-06-29T22:00,323.52,-5.86
PKS_0474_2019-06-29T22:00,324.8,-6.06
PKS_0474_2019-06-29T22:00,326.08,-5.86
PKS_0474_2019-06-29T22:00,327.72,-5.86
PKS_0474_2019-06-29T22:00,329.12,-5.86
PKS_0474_2019-06-29T22:00,330.52,-5.86
PKS_0474_2019-06-29T22:00,191.1,-4.85
PKS_0474_2019-06-29T22:00,197.87,-4.85
PKS_0474_2019-06-29T22:00,193.67,-4.85
PKS_0474_2019-06-29T22:00,193.78,-4.65
PKS_0474_2019-06-29T22:00,200.9,-4.85
PKS_0474_2019-06-29T22:00,211.87,0.0
PKS_0474_2019-06-29T22:00,211.98,0.2
PKS_0474_2019-06-29T22:00,210.82,0.2
PKS_0474_2019-06-29T22:00,214.9,2.42
PKS_0474_2019-06-29T22:00,274.17,6.06
PKS_0474_2019-06-29T22:00,199.27,-4.85
PKS_0474_2019-06-29T22:00,212.68,-1.01
PKS_0474_2019-06-29T22:00,231.82,2.63
PKS_0474_2019-06-29T22:00,265.88,6.26
PKS_0474_2019-06-29T22:00,267.4,6.06
PKS_0474_2019-06-29T22:00,192.62,-4.65
PKS_0474_2019-06-29T22:00,230.07,-4.85
PKS_0474_2019-06-29T22:00,209.3,-4.85
PKS_0474_2019-06-29T22:00,209.88,1.41
PKS_0474_2019-06-29T22:00,199.5,-4.85
PKS_0474_2019-06-29T22:00,203.7,-4.85
PKS_0474_2019-06-29T22:00,210.47,0.0
PKS_0474_2019-06-29T22:00,210.12,1.41
PKS_0474_2019-06-29T22:00,226.68,1.41
PKS_0474_2019-06-29T22:00,235.78,2.63
PKS_0474_2019-06-29T22:00,241.27,2.42
PKS_0474_2019-06-29T22:00,242.67,2.42
PKS_0474_2019-06-29T22:00,266.12,6.26
PKS_0474_2019-06-29T22:00,324.68,-5.86
PKS_0474_2019-06-29T22:00,326.32,-5.86
PKS_0303_2018-05-25T04:00,191.1,-4.85
PKS_0303_2018-05-25T04:00,193.78,-4.65
PKS_0303_2018-05-25T04:00,192.27,-4.85
PKS_0303_2018-05-25T04:00,192.38,-4.65
PKS_0303_2018-05-25T04:00,198.1,-4.85
PKS_0303_2018-05-25T04:00,198.22,-4.65
PKS_0303_2018-05-25T04:00,190.98,-4.65
PKS_0303_2018-05-25T04:00,189.7,-4.85
PKS_0303_2018-05-25T04:00,189.82,-4.65
PKS_0303_2018-05-25T04:00,188.42,-4.65
PKS_0303_2018-05-25T04:00,193.9,-4.85
PKS_0303_2018-05-25T04:00,193.67,-4.85
PKS_0303_2018-05-25T04:00,197.98,-4.65
PKS_0303_2018-05-25T04:00,196.7,-4.85
PKS_0303_2018-05-25T04:00,312.08,-5.86
PKS_0303_2018-05-25T04:00,312.2,-6.06
PKS_0303_2018-05-25T04:00,312.32,-5.86
PKS_0303_2018-05-25T04:00,313.37,-6.06
PKS_0303_2018-05-25T04:00,313.48,-5.86
PKS_0303_2018-05-25T04:00,313.6,-6.06
PKS_0303_2018-05-25T04:00,313.72,-5.86
PKS_0303_2018-05-25T04:00,314.77,-6.06
PKS_0303_2018-05-25T04:00,314.88,-5.86
PKS_0303_2018-05-25T04:00,315.12,-5.86
PKS_0303_2018-05-25T04:00,316.17,-6.06
PKS_0303_2018-05-25T04:00,316.28,-5.86
PKS_0303_2018-05-25T04:00,316.4,-6.06
PKS_0303_2018-05-25T04:00,316.52,-5.86
PKS_0303_2018-05-25T04:00,317.57,-6.06
PKS_0303_2018-05-25T04:00,317.68,-5.86
PKS_0303_2018-05-25T04:00,317.8,-6.06
PKS_0303_2018-05-25T04:00,317.92,-5.86
PKS_0303_2018-05-25T04:00,318.97,-6.06
PKS_0303_2018-05-25T04:00,319.08,-5.86
PKS_0303_2018-05-25T04:00,319.32,-5.86
PKS_0303_2018-05-25T04:00,320.37,-6.06
PKS_0303_2018-05-25T04:00,320.48,-5.86
PKS_0303_2018-05-25T04:00,320.6,-6.06
PKS_0303_2018-05-25T04:00,320.72,-5.86
PKS_0303_2018-05-25T04:00,321.77,-6.06
PKS_0303_2018-05-25T04:00,321.88,-5.86
PKS_0303_2018-05-25T04:00,322.0,-6.06
PKS_0303_2018-05-25T04:00,322.12,-5.86
PKS_0303_2018-05-25T04:00,323.17,-6.06
PKS_0303_2018-05-25T04:00,323.28,-5.86
PKS_0303_2018-05-25T04:00,323.4,-6.06
PKS_0303_2018-05-25T04:00,323.52,-5.86
PKS_0303_2018-05-25T04:00,324.57,-6.06
PKS_0303_2018-05-25T04:00,324.68,-5.86
PKS_0303_2018-05-25T04:00,324.8,-6.06
PKS_0303_2018-05-25T04:00,324.92,-5.86
PKS_0303_2018-05-25T04:00,326.2,-6.06
PKS_0303_2018-05-25T04:00,327.37,-6.06
PKS_0303_2018-05-25T04:00,327.48,-5.86
PKS_0303_2018-05-25T04:00,327.6,-6.06
PKS_0303_2018-05-25T04:00,328.88,-5.86
PKS_0303_2018-05-25T04:00,328.77,-6.06
PKS_0303_2018-05-25T04:00,329.0,-6.06
PKS_0303_2018-05-25T04:00,330.28,-5.86
PKS_0303_2018-05-25T04:00,330.52,-5.86
PKS_0303_2018-05-25T04:00,0.58,-2.22
PKS_0303_2018-05-25T04:00,0.47,-2.42
PKS_0303_2018-05-25T04:00,0.7,-2.42
PKS_0303_2018-05-25T04:00,0.12,-3.44
PKS_0303_2018-05-25T04:00,0.0,-3.64
PKS_0303_2018-05-25T04:00,3.38,-4.65
PKS_0303_2018-05-25T04:00,3.27,-4.85
PKS_0303_2018-05-25T04:00,3.62,-4.65
PKS_0303_2018-05-25T04:00,3.5,-4.85
PKS_0303_2018-05-25T04:00,4.9,-4.85
PKS_0303_2018-05-25T04:00,5.02,-4.65
PKS_0303_2018-05-25T04:00,6.18,-4.65
PKS_0303_2018-05-25T04:00,6.07,-4.85
PKS_0303_2018-05-25T04:00,6.42,-4.65
PKS_0303_2018-05-25T04:00,6.3,-4.85
PKS_0303_2018-05-25T04:00,18.32,-5.86
PKS_0303_2018-05-25T04:00,19.48,-5.86
PKS_0303_2018-05-25T04:00,19.37,-6.06
PKS_0303_2018-05-25T04:00,19.72,-5.86
PKS_0303_2018-05-25T04:00,19.6,-6.06
PKS_0303_2018-05-25T04:00,21.12,-5.86
PKS_0303_2018-05-25T04:00,21.0,-6.06
PKS_0303_2018-05-25T04:00,22.17,-6.06
PKS_0303_2018-05-25T04:00,22.4,-6.06
PKS_0303_2018-05-25T04:00,22.28,-5.86
PKS_0303_2018-05-25T04:00,190.87,-4.85
PKS_0303_2018-05-25T04:00,4.67,-4.85
PKS_0303_2018-05-25T04:00,20.88,-5.86
PKS_0303_2018-05-25T04:00,330.4,-6.06
PKS_0303_2018-05-25T04:00,315.0,-6.06
PKS_0303_2018-05-25T04:00,319.2,-6.06
PKS_0303_2018-05-25T04:00,327.72,-5.86
PKS_0303_2018-05-25T04:00,329.12,-5.86
PKS_0303_2018-05-25T04:00,330.17,-6.06
PKS_0303_2018-05-25T04:00,0.82,-2.22
PKS_0303_2018-05-25T04:00,4.78,-4.65
PKS_0303_2018-05-25T04:00,20.77,-6.06
PKS_0303_2018-05-25T04:00,192.62,-4.65
PKS_0303_2018-05-25T04:00,197.87,-4.85
PKS_0303_2018-05-25T04:00,18.08,-5.86
PKS_0303_2018-05-25T04:00,325.97,-6.06
PKS_0308_2018-05-31T09:00,342.88,-5.86
PKS_0308_2018-05-31T09:00,2.1,0.0
PKS_0308_2018-05-31T09:00,1.52,-1.01
PKS_0308_2018-05-31T09:00,1.4,-1.21
PKS_0308_2018-05-31T09:00,343.0,-6.06
PKS_0308_2018-05-31T09:00,343.12,-5.86
PKS_0308_2018-05-31T09:00,2.22,-2.22
PKS_0308_2018-05-31T09:00,6.88,-3.44
PKS_0308_2018-05-31T09:00,7.12,-3.44
PKS_0308_2018-05-31T09:00,9.68,-3.44
PKS_0308_2018-05-31T09:00,9.57,-3.64
PKS_0308_2018-05-31T09:00,9.92,-3.44
PKS_0308_2018-05-31T09:00,11.08,-3.44
PKS_0308_2018-05-31T09:00,10.97,-3.64
PKS_0308_2018-05-31T09:00,11.32,-3.44
PKS_0308_2018-05-31T09:00,11.2,-3.64
PKS_0308_2018-05-31T09:00,12.37,-3.64
PKS_0308_2018-05-31T09:00,12.6,-3.64
PKS_0308_2018-05-31T09:00,12.48,-3.44
PKS_0308_2018-05-31T09:00,12.72,-3.44
PKS_0308_2018-05-31T09:00,13.88,-3.44
PKS_0308_2018-05-31T09:00,14.12,-3.44
PKS_0308_2018-05-31T09:00,14.0,-3.64
PKS_0308_2018-05-31T09:00,15.28,-3.44
PKS_0308_2018-05-31T09:00,15.17,-3.64
PKS_0308_2018-05-31T09:00,15.4,-3.64
PKS_0308_2018-05-31T09:00,16.57,-3.64
PKS_0308_2018-05-31T09:00,39.9,-4.85
PKS_0308_2018-05-31T09:00,40.02,-4.65
PKS_0308_2018-05-31T09:00,41.07,-4.85
PKS_0308_2018-05-31T09:00,41.3,-4.85
PKS_0308_2018-05-31T09:00,8.28,-3.44
PKS_0308_2018-05-31T09:00,8.17,-3.64
PKS_0308_2018-05-31T09:00,344.28,-5.86
PKS_0308_2018-05-31T09:00,8.52,-3.44
PKS_0308_2018-05-31T09:00,344.17,-6.06
PKS_0308_2018-05-31T09:00,41.18,-4.65
PKS_0308_2018-05-31T09:00,41.42,-4.65
PKS_0308_2018-05-31T09:00,42.47,-4.85
PKS_0308_2018-05-31T09:00,42.58,-4.65
PKS_0308_2018-05-31T09:00,42.7,-4.85
PKS_0308_2018-05-31T09:00,42.82,-4.65
PKS_0308_2018-05-31T09:00,43.87,-4.85
PKS_0308_2018-05-31T09:00,43.98,-4.65
PKS_0308_2018-05-31T09:00,46.78,-4.65
PKS_0308_2018-05-31T09:00,46.9,-4.85
PKS_0308_2018-05-31T09:00,47.02,-4.65
PKS_0308_2018-05-31T09:00,48.07,-4.85
PKS_0308_2018-05-31T09:00,48.42,-4.65
PKS_0308_2018-05-31T09:00,49.47,-4.85
PKS_0308_2018-05-31T09:00,49.7,-4.85
PKS_0308_2018-05-31T09:00,49.58,-4.65
PKS_0308_2018-05-31T09:00,51.1,-4.85
PKS_0308_2018-05-31T09:00,52.27,-4.85
PKS_0308_2018-05-31T09:00,53.9,-4.85
PKS_0308_2018-05-31T09:00,55.42,-4.65
PKS_0308_2018-05-31T09:00,56.58,-4.65
